Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/25  18:00:00,196.762037037,28.4095979795,95.390352903,0.0,24.7345865669,47.5788473902,34.1515780071,29.1786939774,4.9528840297,0.02
 05/25  19:00:00,196.294380856,28.1391056445,88.1456858873,0.0,24.7345865669,47.5788473902,49.0744259583,44.1015419286,4.9528840297,0.02
 05/25  20:00:00,181.129637139,28.5952151565,86.734267674,0.0,12.3672932834,38.6892022431,62.8239939754,59.8322635576,2.97173041782,0.02
 05/25  21:00:00,131.93537274,20.2042315298,57.7480821103,0.0,12.3672932834,27.0668015668,58.5090662389,55.5173358211,2.97173041782,0.02
 05/25  22:00:00,108.073282432,19.7849105462,53.6500284102,0.0,4.12243109448,15.9888894789,62.3542685645,59.3625381467,2.97173041782,0.02
 05/25  23:00:00,106.971890329,21.8290406693,50.1778453968,0.0,4.12243109448,15.9888894789,75.304858507,72.3131280892,2.97173041782,0.02
 05/25  24:00:00,93.8465794534,18.3334722172,40.8963629677,0.0,4.12243109448,15.9888894789,64.1930685722,61.2013381544,2.97173041782,0.02
 05/26  01:00:00,100.993116816,21.9443421406,44.3456335849,0.0,4.12243109448,15.9888894789,80.3792718322,77.3875414144,2.97173041782,0.02
 05/26  02:00:00,84.4759346028,17.0214345131,32.8593551793,0.0,4.12243109448,15.9888894789,68.9131797204,65.9214493026,2.97173041782,0.02
 05/26  03:00:00,95.5989289409,20.6092441423,40.3081428981,0.0,4.12243109448,15.9888894789,82.0384767592,79.0467463414,2.97173041782,0.02
 05/26  04:00:00,132.641555745,27.7156825177,52.8741898471,0.0,12.3672932834,24.9413748627,108.840988246,95.2864790537,4.9528840297,8.60162516264
 05/26  05:00:00,132.729024586,28.8819312511,53.8861012147,2.60764215442,12.3672932834,24.9413748627,167.428543224,162.455659194,4.9528840297,0.02
 05/26  06:00:00,184.865229701,29.3240395778,59.1118030161,0.327222879308,24.7345865669,70.7195625826,132.754901467,122.829133407,9.90576805939,0.02
 05/26  07:00:00,234.531025839,30.2578400111,74.1082790807,0.0206754339834,37.1018798503,92.3937384068,109.428037002,99.5022689422,9.90576805939,0.02
 05/26  08:00:00,258.746424713,30.9002839227,85.6591977474,0.0,37.1018798503,104.434947198,98.3458931543,88.4201250949,9.90576805939,0.02
 05/26  09:00:00,280.603296667,31.4894272089,94.8854067306,0.0,37.1018798503,116.476155989,80.7458735866,70.8201055272,9.90576805939,0.02
 05/26  10:00:00,289.862369152,32.1005623254,103.532856473,0.0,37.1018798503,116.476155989,62.4365674077,52.5107993483,9.90576805939,0.02
 05/26  11:00:00,297.925895491,32.795943214,110.900803799,0.0,37.1018798503,116.476155989,61.6953517168,43.1730237219,9.90576805939,8.6165599356
 05/26  12:00:00,293.458542642,33.509811537,117.76131167,0.0,37.1018798503,104.434947198,47.8053117871,37.8795437277,9.90576805939,0.02
 05/26  13:00:00,311.667181909,34.2956604178,123.142483503,0.0,37.1018798503,116.476155989,44.0871528283,34.1613847689,9.90576805939,0.02
 05/26  14:00:00,319.719144941,35.0457969026,130.444412264,0.0,37.1018798503,116.476155989,28.3682234678,18.4424554084,9.90576805939,0.02
 05/26  15:00:00,324.834143367,35.5923956689,135.0129181,0.0,37.1018798503,116.476155989,18.5270941129,8.6013260535,9.90576805939,0.02
 05/26  16:00:00,328.095160266,35.8971881008,137.168341833,0.0,37.1018798503,116.476155989,24.7530361276,6.23419591937,9.90576805939,8.61307214879
 05/26  17:00:00,332.48677708,36.0611621636,138.438688033,0.0,37.1018798503,116.476155989,15.506962619,5.58119455963,9.90576805939,0.02
 05/26  18:00:00,202.657441007,28.4130543448,96.3307297855,0.0,24.7345865669,47.5788473902,30.144806315,25.1719222853,4.9528840297,0.02
 05/26  19:00:00,194.208390426,28.1397376758,86.0590778048,0.0,24.7345865669,47.5788473902,53.9135670926,48.9406830629,4.9528840297,0.02
 05/26  20:00:00,169.155941518,28.589540228,74.7662617,0.0,12.3672932834,38.6892022431,76.4011869965,73.4094565787,2.97173041782,0.02
 05/26  21:00:00,123.771002255,20.2021249616,49.0641089737,0.0,12.3672932834,27.0668015668,63.1287046789,60.1369742611,2.97173041782,0.02
 05/26  22:00:00,99.1630147476,18.9104681351,45.6358032097,0.0,4.12243109448,15.9888894789,60.3483216413,57.3565912235,2.97173041782,0.02
 05/26  23:00:00,106.12292429,21.8290406693,49.4094505996,0.0,4.12243109448,15.9888894789,76.1851759971,73.1934455793,2.97173041782,0.02
 05/26  24:00:00,96.4696256518,18.3334722172,41.8553650711,0.0,4.12243109448,15.9888894789,64.1369628659,61.1452324481,2.97173041782,0.02
 05/27  01:00:00,105.13250265,21.0704500276,43.8902501632,0.0,4.12243109448,15.9888894789,77.3075833901,74.3158529723,2.97173041782,0.02
 05/27  02:00:00,90.6285136925,16.9291933361,34.714224106,0.0,4.12243109448,15.9888894789,67.5979219665,64.6061915487,2.97173041782,0.02
 05/27  03:00:00,96.8439664998,20.6092441423,41.1687264491,0.0,4.12243109448,15.9888894789,81.0618718298,78.070141412,2.97173041782,0.02
 05/27  04:00:00,113.834012584,27.3697781038,51.5470592231,0.0,4.12243109448,16.0517297156,105.946611281,102.954880863,2.97173041782,0.02
 05/27  05:00:00,109.808648596,27.3697781038,52.2200285387,0.0,4.12243109448,16.0517297156,107.821568455,104.829838037,2.97173041782,0.02
 05/27  06:00:00,137.565627682,28.9839987023,64.205378807,0.0,4.12243109448,39.6058045677,87.2019841976,84.2102537798,2.97173041782,0.02
 05/27  07:00:00,182.159702758,29.02291344,73.6092205456,1.15911892148,12.3672932834,65.3531420225,139.036985142,134.064101112,4.9528840297,0.02
 05/27  08:00:00,191.128465925,29.1244012423,80.2459670033,0.499041972341,12.3672932834,68.2430321324,121.155110289,116.182226259,4.9528840297,0.02
 05/27  09:00:00,227.442553495,29.3061573515,87.6604363525,0.200138464462,16.4897243779,93.1370602926,100.836739462,84.3068552592,7.92461444751,8.60526975539
 05/27  10:00:00,233.045711117,29.496274765,93.2437721242,0.0298000658012,16.4897243779,93.1370602926,82.1102805218,74.1656660743,7.92461444751,0.02
 05/27  11:00:00,236.300378848,29.6770008715,96.3475211286,0.0,16.4897243779,93.1370602926,83.6400055572,75.6953911097,7.92461444751,0.02
 05/27  12:00:00,230.04850207,29.8721700966,99.0520101954,0.0,16.4897243779,83.9857416113,81.7541550827,73.8095406351,7.92461444751,0.02
 05/27  13:00:00,234.372861844,30.1649396471,103.083595957,0.0,16.4897243779,83.9857416113,82.8507574131,74.9061429655,7.92461444751,0.02
 05/27  14:00:00,240.761331323,30.5377684347,109.09926857,0.0,16.4897243779,83.9857416113,78.2775927839,70.3329783364,7.92461444751,0.02
 05/27  15:00:00,215.757322303,28.9839987023,103.105923023,0.0,12.3672932834,70.6512738906,35.8802281148,30.9073440851,4.9528840297,0.02
 05/27  16:00:00,215.116879312,28.9839987023,102.465474802,0.0,12.3672932834,70.6512738906,29.5642393316,24.5913553019,4.9528840297,0.02
 05/27  17:00:00,197.290779286,28.9839987023,97.1627171222,0.0,12.3672932834,58.1284167478,39.7939203688,34.8210363391,4.9528840297,0.02
 05/27  18:00:00,149.447825426,28.3504696204,83.0857389871,0.0,12.3672932834,24.9413748627,75.522270579,70.5493865493,4.9528840297,0.02
 05/27  19:00:00,148.649944503,28.0708250594,75.5749363758,0.0,12.3672932834,24.9413748627,84.6331016286,79.6602175989,4.9528840297,0.02
 05/27  20:00:00,133.857384683,28.5246201782,70.4155887552,0.0,4.12243109448,16.0517297156,95.1451959703,92.1534655525,2.97173041782,0.02
 05/27  21:00:00,94.2978838522,17.4595801042,42.2431591034,0.0,4.12243109448,15.9888894789,63.7467961619,60.7550657441,2.97173041782,0.02
 05/27  22:00:00,108.1241625,22.7029327823,50.6964896047,0.0,4.12243109448,15.9888894789,86.8654536694,83.8737232516,2.97173041782,0.02
 05/27  23:00:00,86.7685801814,15.8270973495,36.389536619,0.0,4.12243109448,15.9888894789,58.8841940338,55.892463616,2.97173041782,0.02
 05/27  24:00:00,103.469529696,21.3908950782,47.3754936905,0.0,4.12243109448,15.9888894789,88.282377247,85.2906468292,2.97173041782,0.02
 05/28  01:00:00,77.7718791137,14.1230346429,31.1797131895,0.0,2.06121554724,15.9888894789,65.9885288958,54.4151752212,2.97173041782,8.60162325671
 05/28  02:00:00,97.6404915548,20.6092441423,44.4109215238,0.0,2.06121554724,15.9888894789,89.8753434048,86.8836129869,2.97173041782,0.02
 05/28  03:00:00,72.0935915561,12.7879366446,26.8581230209,0.0,2.06121554724,15.9888894789,57.314626338,54.3228959202,2.97173041782,0.02
 05/28  04:00:00,88.7264792035,18.8129402587,37.3148124332,0.0,2.06121554724,15.9888894789,85.355672361,82.3639419432,2.97173041782,0.02
 05/28  05:00:00,65.7996099638,11.8703230121,26.2232869983,0.0,2.06121554724,15.9888894789,48.870515742,45.8787853241,2.97173041782,0.02
 05/28  06:00:00,80.9688424645,21.8473028254,40.5314162731,0.0,2.06121554724,15.9888894789,97.5916244538,94.599894036,2.97173041782,0.02
 05/28  07:00:00,78.6406897239,18.8614599162,41.2971026908,0.0,2.06121554724,15.9888894789,77.309448194,74.3177177762,2.97173041782,0.02
 05/28  08:00:00,123.261538265,23.1386793043,53.7241826767,0.0,4.12243109448,41.7362269337,90.1940330313,85.2211490016,4.9528840297,0.02
 05/28  09:00:00,116.234367391,19.5071481556,50.4365391889,0.0,4.12243109448,41.7362269337,67.61637971,62.6434956803,4.9528840297,0.02
