Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/09  03:00:00,87.6679647032,19.2256264864,33.7607892322,0.0,4.12243109448,15.9888894789,86.9256364903,83.9339060725,2.97173041782,0.02
 11/09  04:00:00,75.850522214,13.464371943,27.8773951813,0.0,4.12243109448,15.9888894789,57.3427330128,54.351002595,2.97173041782,0.02
 11/09  05:00:00,131.942349433,27.8079236948,52.0827351882,0.0,12.3672932834,24.9413748627,106.869721957,101.896837928,4.9528840297,0.02
 11/09  06:00:00,137.42250357,28.2173025074,53.3361113745,3.81739910158,12.3672932834,24.9413748627,172.769756541,167.796872511,4.9528840297,0.02
 11/09  07:00:00,191.46019118,29.4314273751,62.3172256767,1.26019983178,24.7345865669,70.7195625826,138.128060636,128.202292577,9.90576805939,0.02
 11/09  08:00:00,229.646898178,30.0190814477,69.2946790917,0.188767304918,37.1018798503,92.3937384068,115.241416875,105.315648815,9.90576805939,0.02
 11/09  09:00:00,249.267774018,30.7033681858,76.2797144203,0.0972920896162,37.1018798503,104.434947198,114.302639364,95.7798034485,9.90576805939,8.61706785646
 11/09  10:00:00,268.527274431,31.3680929193,82.8646694048,0.0655569367479,37.1018798503,116.476155989,99.0529260639,89.1271580045,9.90576805939,0.02
 11/09  11:00:00,273.231067027,31.8960879777,87.0873539764,0.0180775822721,37.1018798503,116.476155989,94.6601567679,84.7343887085,9.90576805939,0.02
 11/09  12:00:00,276.456485245,32.3215223526,89.9052299723,0.0,37.1018798503,116.476155989,100.156103144,81.6268123669,9.90576805939,8.62352271802
 11/09  13:00:00,268.228505638,32.7367107568,93.3038311299,0.0,37.1018798503,104.434947198,87.4626431689,77.5368751096,9.90576805939,0.02
 11/09  14:00:00,280.942177188,33.0169138791,93.6955405051,0.0,37.1018798503,116.476155989,84.6901461283,74.7643780689,9.90576805939,0.02
 11/09  15:00:00,277.195455681,33.0238014942,89.9420921913,0.0,37.1018798503,116.476155989,94.4198362345,75.891624532,9.90576805939,8.62244364313
 11/09  16:00:00,271.442642024,32.7209278769,84.4924110651,0.0,37.1018798503,116.476155989,86.6726016041,76.7468335447,9.90576805939,0.02
 11/09  17:00:00,268.440851298,31.918448503,77.5952160684,0.0,37.1018798503,116.476155989,90.68266985,80.7569017906,9.90576805939,0.02
 11/09  18:00:00,271.815724071,31.2739523954,72.2188866235,0.0,37.1018798503,116.476155989,94.458939862,84.5331718027,9.90576805939,0.02
 11/09  19:00:00,172.181956667,28.1538281088,56.9708892461,0.0,24.7345865669,47.5788473902,79.6971279199,66.1379308027,4.9528840297,8.60631308753
 11/09  20:00:00,168.867855388,28.0615869317,53.7490426246,0.0,24.7345865669,47.5788473902,77.2974167496,72.3245327199,4.9528840297,0.02
 11/09  21:00:00,142.730738986,27.6003810464,49.3300836283,0.0,12.3672932834,38.6892022431,90.7168289263,87.7250985085,2.97173041782,0.02
 11/09  22:00:00,104.292251228,17.1136756902,33.2602502919,0.0,12.3672932834,27.0668015668,63.0430437635,60.0513133457,2.97173041782,0.02
 11/09  23:00:00,96.3119979234,21.4831362553,40.1257141412,0.0,4.12243109448,15.9888894789,83.8893024652,80.8975720474,2.97173041782,0.02
 11/09  24:00:00,74.119781418,14.3512385165,25.2165900522,0.0,4.12243109448,15.9888894789,63.8391878341,60.8474574162,2.97173041782,0.02
 11/10  01:00:00,92.9574269204,21.02193037,37.2323488794,0.0,4.12243109448,15.9888894789,93.1449192401,90.1531888223,2.97173041782,0.02
 11/10  02:00:00,72.1305765593,14.1667561624,23.4118673958,0.0,4.12243109448,15.9888894789,66.0489039113,63.0571734935,2.97173041782,0.02
 11/10  03:00:00,87.7495100437,20.148038257,32.9199233217,0.0,4.12243109448,15.9888894789,87.5729930508,84.581262633,2.97173041782,0.02
 11/10  04:00:00,62.4799475743,11.7295621775,16.2632300765,0.0,4.12243109448,15.9888894789,55.1921857829,52.2004553651,2.97173041782,0.02
 11/10  05:00:00,117.625617412,28.2921898743,37.2817375251,0.0,12.3672932834,24.9413748627,109.620320185,104.647436156,4.9528840297,0.02
 11/10  06:00:00,125.719486889,28.2811230809,39.6084194996,5.16352610408,12.3672932834,24.9413748627,174.044591572,169.071707542,4.9528840297,0.02
 11/10  07:00:00,172.919953749,29.2722291515,42.2614923054,2.14847042827,24.7345865669,70.7195625826,139.584718815,129.658950756,9.90576805939,0.02
 11/10  08:00:00,208.978349558,29.8274709646,48.583299327,0.42321925645,37.1018798503,92.3937384068,117.17189979,107.246131731,9.90576805939,0.02
 11/10  09:00:00,231.812729612,30.4723465865,58.9666838812,0.186246010989,37.1018798503,104.434947198,107.251629213,97.3258611536,9.90576805939,0.02
 11/10  10:00:00,251.458971748,31.1191671116,65.9683481417,0.142456136171,37.1018798503,116.476155989,109.029793689,90.5046071907,9.90576805939,8.61941843927
 11/10  11:00:00,256.317875881,31.6420784275,70.3533020971,0.092995926749,37.1018798503,116.476155989,95.6434873828,85.7177193235,9.90576805939,0.02
 11/10  12:00:00,262.850036962,32.1866317345,75.7019588453,0.0242523498152,37.1018798503,116.476155989,91.9952461786,82.0694781192,9.90576805939,0.02
 11/10  13:00:00,259.022700722,32.7655907329,79.4284616637,0.0,37.1018798503,104.434947198,97.1861916117,78.6598999738,9.90576805939,8.62052357852
 11/10  14:00:00,274.988269489,33.2773447748,83.0202981446,0.0,37.1018798503,116.476155989,85.8028806719,75.8771126125,9.90576805939,0.02
 11/10  15:00:00,280.536163044,33.5284443263,85.5188312067,0.0,37.1018798503,116.476155989,84.0788473374,74.153079278,9.90576805939,0.02
 11/10  16:00:00,279.636273612,33.336207325,85.2347995342,0.0,37.1018798503,116.476155989,93.2605372373,74.7332568874,9.90576805939,8.62151229053
 11/10  17:00:00,278.47347577,32.4460650315,79.0519445235,0.0,37.1018798503,116.476155989,88.7427533988,78.8169853394,9.90576805939,0.02
 11/10  18:00:00,274.301581259,31.6138930355,66.4447312273,0.0,37.1018798503,116.476155989,93.061354206,83.1355861466,9.90576805939,0.02
 11/10  19:00:00,164.983078548,28.1538281088,46.518232128,0.0,24.7345865669,47.5788473902,71.2820092555,66.3091252258,4.9528840297,0.02
 11/10  20:00:00,154.790510634,28.0615869317,39.6716918292,0.0,24.7345865669,47.5788473902,78.6366382415,73.6637542118,4.9528840297,0.02
 11/10  21:00:00,128.632115599,27.3697781038,35.4316610064,0.0,12.3672932834,38.6892022431,92.4261488543,89.4344184365,2.97173041782,0.02
 11/10  22:00:00,94.8217446115,15.3658914642,23.6579431289,0.0,12.3672932834,27.0668015668,58.9460293559,55.9542989381,2.97173041782,0.02
 11/10  23:00:00,79.6318598409,19.6868323717,23.4595215104,0.0,4.12243109448,15.9888894789,89.9786906851,78.4069510736,2.97173041782,8.60000919369
 11/10  24:00:00,65.5384195378,13.1569013528,15.9714864615,0.0,4.12243109448,15.9888894789,52.8980483308,49.906317913,2.97173041782,0.02
 11/11  01:00:00,73.5861207288,18.3517343734,20.0226105758,0.0,2.06121554724,15.9888894789,83.0890883957,80.0973579778,2.97173041782,0.02
 11/11  02:00:00,56.0003222497,10.8556700644,10.6643268805,0.0,2.06121554724,15.9888894789,48.430307119,45.4385767012,2.97173041782,0.02
 11/11  03:00:00,77.8607165728,19.274146144,19.1379280432,0.0,2.06121554724,15.9888894789,83.6205132586,80.6287828408,2.97173041782,0.02
 11/11  04:00:00,66.1109969571,14.2589973395,13.4153969252,0.0,2.06121554724,15.9888894789,65.0740663104,62.0823358926,2.97173041782,0.02
 11/11  05:00:00,81.0141055661,22.769714596,18.9405136437,0.00649106195399,2.06121554724,15.9888894789,101.274316548,98.2825861301,2.97173041782,0.02
 11/11  06:00:00,72.4991632301,18.6308569736,14.9644550986,0.230230733092,2.06121554724,15.9888894789,82.516953233,79.5252228152,2.97173041782,0.02
 11/11  07:00:00,67.9949418993,21.8473028254,18.9654377488,0.0,2.06121554724,15.9888894789,101.737373098,98.74564268,2.97173041782,0.02
 11/11  08:00:00,58.7019134775,18.5847363851,20.3448763733,0.0,2.06121554724,15.9888894789,80.0240965944,77.0323661766,2.97173041782,0.02
 11/11  09:00:00,107.38304739,23.6229454838,36.7702995771,0.0,4.12243109448,41.7362269337,93.0802088799,88.1073248502,4.9528840297,0.02
 11/11  10:00:00,101.513175007,19.2073643302,34.081421717,0.0,4.12243109448,41.7362269337,71.1915544758,66.2186704461,4.9528840297,0.02
 11/11  11:00:00,120.863640636,24.1540736533,48.5764916884,0.0,4.12243109448,41.7362269337,85.4350884184,80.4622043887,4.9528840297,0.02
 11/11  12:00:00,111.420284928,19.3260352087,41.4700440073,0.0,4.12243109448,41.7362269337,67.4255236486,62.4526396189,4.9528840297,0.02
 11/11  13:00:00,128.979984574,24.1737391047,53.3913523712,0.0,4.12243109448,41.7362269337,82.4412450153,77.4683609856,4.9528840297,0.02
 11/11  14:00:00,115.451280866,19.3413909321,43.7736650907,0.0,4.12243109448,41.7362269337,65.4491381419,60.4762541122,4.9528840297,0.02
 11/11  15:00:00,132.296983578,24.1949826541,54.7957156937,0.0,4.12243109448,41.7362269337,80.7127081633,75.7398241336,4.9528840297,0.02
 11/11  16:00:00,117.129640262,19.3414030275,43.9220440323,0.0,4.12243109448,41.7362269337,65.4938192805,60.5209352508,4.9528840297,0.02
 11/11  17:00:00,118.434810936,24.1659667229,50.4842001071,0.0,4.12243109448,24.8785346261,85.2915002563,80.3186162266,4.9528840297,0.02
 11/11  18:00:00,92.1538635009,16.7014919838,32.8747441968,0.0,2.06121554724,15.9888894789,62.3355074799,59.343777062,2.97173041782,0.02
 11/11  19:00:00,107.130739533,21.4831362553,37.1823634287,0.0,2.06121554724,15.9888894789,92.5676809807,89.5759505629,2.97173041782,0.02
 11/11  20:00:00,68.5651404336,11.5790704975,15.1800849542,0.0,2.06121554724,15.9888894789,55.0920656692,52.1003352514,2.97173041782,0.02
 11/11  21:00:00,78.693312981,15.2931119778,16.9087507271,0.0,2.06121554724,15.9888894789,72.7775000275,69.7857696097,2.97173041782,0.02
 11/11  22:00:00,70.163232318,13.1083816953,13.7257074171,0.0,2.06121554724,15.9888894789,63.3915562828,60.399825865,2.97173041782,0.02
 11/11  23:00:00,79.437365496,16.6039501473,16.6798986729,0.0,2.06121554724,15.9888894789,77.0342009741,74.0424705563,2.97173041782,0.02
 11/11  24:00:00,100.275243911,23.2309204813,22.8081964941,0.0102674354061,2.06121554724,15.9888894789,103.987391143,100.995660726,2.97173041782,0.02
 11/12  01:00:00,79.3868014209,17.4778422604,15.8048530546,0.0,2.06121554724,15.9888894789,84.7407171484,81.7489867305,2.97173041782,0.02
 11/12  02:00:00,90.2722578666,23.0464381272,18.4422665107,0.191445612112,2.06121554724,15.9888894789,106.951316369,103.959585951,2.97173041782,0.02
 11/12  03:00:00,77.173383977,17.4778422604,15.0834359399,0.0,2.06121554724,15.9888894789,86.4765305163,83.4848000985,2.97173041782,0.02
 11/12  04:00:00,93.6096604087,23.2309204813,20.3361740526,0.495357245232,2.06121554724,15.9888894789,107.859004536,104.867274118,2.97173041782,0.02
 11/12  05:00:00,79.6501552153,17.4778422604,15.3923911192,0.0,2.06121554724,15.9888894789,95.6600805104,84.0866358652,2.97173041782,8.60171422742
 11/12  06:00:00,91.5757938472,23.2309204813,17.3397411977,1.25730357164,2.06121554724,15.9888894789,109.16004685,106.168316432,2.97173041782,0.02
 11/12  07:00:00,65.7455677939,18.4002540309,13.941912323,0.592987001973,2.06121554724,15.9888894789,87.9316946076,84.9399641898,2.97173041782,0.02
 11/12  08:00:00,77.6612050325,22.3085087107,22.2630727609,0.369309091415,2.06121554724,15.9888894789,106.464718773,103.472988355,2.97173041782,0.02
 11/12  09:00:00,103.959384371,19.3457260958,29.7350227696,0.127979523787,4.12243109448,41.7362269337,79.9200902841,74.9472062544,4.9528840297,0.02
 11/12  10:00:00,121.441469129,23.461523424,40.2207715116,0.0634403531263,4.12243109448,41.7362269337,91.9926725044,87.0197884747,4.9528840297,0.02
 11/12  11:00:00,115.94835648,19.7842704455,39.1047827971,0.0590267306357,4.12243109448,41.7362269337,72.2156064574,67.2427224277,4.9528840297,0.02
 11/12  12:00:00,131.934644511,23.6927501301,46.354085078,0.0172071480967,4.12243109448,41.7362269337,86.9006828168,81.9277987871,4.9528840297,0.02
 11/12  13:00:00,119.049197151,19.8014168506,43.0926978782,0.00242060579492,4.12243109448,41.7362269337,69.486132672,64.5132486423,4.9528840297,0.02
 11/12  14:00:00,133.38832015,23.7088233751,49.7850211318,0.0,4.12243109448,41.7362269337,84.1383343929,79.1654503632,4.9528840297,0.02
 11/12  15:00:00,122.729913064,19.8136991786,44.3576009727,0.0,4.12243109448,41.7362269337,68.2187975577,63.245913528,4.9528840297,0.02
 11/12  16:00:00,135.838784828,23.7024434374,48.6910249536,0.0,4.12243109448,41.7362269337,85.0226609851,80.0497769554,4.9528840297,0.02
 11/12  17:00:00,108.773286679,19.7912201468,39.2480247114,0.00049383693619,4.12243109448,24.8785346261,72.3599272251,67.3870431954,4.9528840297,0.02
 11/12  18:00:00,102.267412095,21.0706480285,34.5910121273,0.00731797290892,2.06121554724,15.9888894789,83.9926491698,81.0009187519,2.97173041782,0.02
 11/12  19:00:00,73.4784641629,13.9822738083,16.9846783121,0.0,2.06121554724,15.9888894789,67.167997917,64.1762674992,2.97173041782,0.02
 11/12  20:00:00,66.7422632129,13.1083816953,13.7486387029,0.0,2.06121554724,15.9888894789,63.2855888642,60.2938584463,2.97173041782,0.02
 11/12  21:00:00,81.9253867819,17.4778422604,17.4795330563,0.0,2.06121554724,15.9888894789,82.9983651958,80.006634778,2.97173041782,0.02
 11/12  22:00:00,95.752368126,21.8473028254,20.1474656041,0.0,2.06121554724,15.9888894789,105.67015604,102.678425622,2.97173041782,0.02
 11/12  23:00:00,88.6322006454,18.8614599162,15.5678501219,0.302767294382,2.06121554724,15.9888894789,85.5704590041,82.5787285863,2.97173041782,0.02
 11/12  24:00:00,101.472502145,21.8473028254,19.3733023455,0.0,2.06121554724,15.9888894789,108.219030899,105.227300481,2.97173041782,0.02
 11/13  01:00:00,90.2435339444,18.8614599162,15.0603003199,0.734195600166,4.12243109448,15.9888894789,86.2534164691,83.2616860513,2.97173041782,0.02
 11/13  02:00:00,100.273656827,22.9541969501,17.6243949607,0.91736734024,4.12243109448,15.9888894789,107.490674828,104.49894441,2.97173041782,0.02
 11/13  03:00:00,88.3283575826,18.2157716768,13.9716379454,0.784309057877,4.12243109448,15.9888894789,87.0369893015,84.0452588837,2.97173041782,0.02
 11/13  04:00:00,97.9218635667,22.3085087107,16.7895125481,0.775398754563,4.12243109448,15.9888894789,109.091576152,106.099845735,2.97173041782,0.02
 11/13  05:00:00,128.350683209,28.2768163448,19.0036624413,2.86979651232,12.3672932834,24.9413748627,124.576277372,119.603393342,4.9528840297,0.02
 11/13  06:00:00,160.445624195,28.0811116577,22.5564284406,27.9631195763,12.3672932834,24.9413748627,193.445990128,188.473106098,4.9528840297,0.02
 11/13  07:00:00,199.302443609,29.0586674956,22.6405400257,23.0288854242,24.7345865669,70.7195625826,157.591091314,147.665323255,9.90576805939,0.02
 11/13  08:00:00,213.795732529,29.1495681513,26.653300975,11.0681966923,37.1018798503,92.3937384068,133.419320628,123.493552569,9.90576805939,0.02
 11/13  09:00:00,230.941639581,29.2992243215,41.0670043763,6.99676957819,37.1018798503,104.434947198,130.873774182,112.350586012,9.90576805939,8.61742011136
 11/13  10:00:00,257.110541782,29.6175514577,57.3425627357,4.9902046193,37.1018798503,116.476155989,113.544228417,103.618460357,9.90576805939,0.02
 11/13  11:00:00,263.721241338,30.0010663417,65.3734061981,3.40517706919,37.1018798503,116.476155989,107.449324013,97.5235559536,9.90576805939,0.02
 11/13  12:00:00,264.523548027,30.4503504399,71.6475158087,2.04437849121,37.1018798503,116.476155989,111.302511483,92.7726109091,9.90576805939,8.62413251415
 11/13  13:00:00,257.654926418,30.8511834656,77.5485020267,0.932493970219,37.1018798503,104.434947198,98.5899500299,88.6641819705,9.90576805939,0.02
 11/13  14:00:00,271.304617461,31.1945324182,80.1635082414,0.441949241848,37.1018798503,116.476155989,95.167801744,85.2420336846,9.90576805939,0.02
 11/13  15:00:00,268.731621008,31.3718856377,80.3644420912,0.159423620642,37.1018798503,116.476155989,101.967438058,83.4393024261,9.90576805939,8.62236757302
 11/13  16:00:00,265.701870052,31.2026819871,77.6074940801,0.135887807172,37.1018798503,116.476155989,93.7972603385,83.8714922791,9.90576805939,0.02
 11/13  17:00:00,271.654002703,30.6893960694,71.1620873981,0.225624984108,37.1018798503,116.476155989,96.9932856775,87.0675176181,9.90576805939,0.02
 11/13  18:00:00,267.312328631,30.2761828105,60.0618981733,0.325489784868,37.1018798503,116.476155989,100.335601255,90.4098331953,9.90576805939,0.02
 11/13  19:00:00,167.049432991,27.8309839891,42.7516974489,0.0,24.7345865669,47.5788473902,84.0808862968,70.5215712268,4.9528840297,8.60643104034
 11/13  20:00:00,162.041118817,28.4074913457,36.7430596687,0.0,24.7345865669,47.5788473902,82.0965897091,77.1237056794,4.9528840297,0.02
 11/13  21:00:00,134.781743341,27.6003810464,28.2331734191,0.0,12.3672932834,38.6892022431,96.3581074321,93.3663770143,2.97173041782,0.02
 11/13  22:00:00,91.5963833292,14.2589973395,15.2572769937,0.0,12.3672932834,27.0668015668,62.0059747532,59.0142443354,2.97173041782,0.02
 11/13  23:00:00,87.9700464069,20.148038257,20.2767853508,0.0,4.12243109448,15.9888894789,86.3410813157,83.3493508979,2.97173041782,0.02
 11/13  24:00:00,77.9562524154,14.8561659213,14.0327789992,0.0,4.12243109448,15.9888894789,70.8568164216,67.8650860037,2.97173041782,0.02
 11/14  01:00:00,97.2149997309,23.0003175387,17.9840453105,0.0077153324075,4.12243109448,15.9888894789,97.4888717878,94.49714137,2.97173041782,0.02
 11/14  02:00:00,82.6379789447,17.9390481456,14.7272007326,0.0534895123867,4.12243109448,15.9888894789,79.4557995375,76.4640691197,2.97173041782,0.02
 11/14  03:00:00,94.9974725127,22.769714596,17.8636491591,0.196129647654,4.12243109448,15.9888894789,99.8616043519,96.8698739341,2.97173041782,0.02
 11/14  04:00:00,84.7648497429,18.8614599162,14.0870284318,0.834308315548,4.12243109448,15.9888894789,80.4588139379,77.4670835201,2.97173041782,0.02
 11/14  05:00:00,122.308496163,27.4466457513,20.6158137303,0.464885495958,12.3672932834,24.9413748627,114.068489177,109.095605147,4.9528840297,0.02
 11/14  06:00:00,150.3339128,28.5819687001,23.3814071986,22.8063934756,12.3672932834,24.9413748627,181.677753856,176.704869826,4.9528840297,0.02
 11/14  07:00:00,188.836235282,29.0846464902,24.3683178043,15.3294949492,24.7345865669,70.7195625826,145.932595601,136.006827541,9.90576805939,0.02
 11/14  08:00:00,213.281637247,29.2437268912,31.6797755859,6.8395049507,37.1018798503,92.3937384068,122.934981277,113.009213218,9.90576805939,0.02
 11/14  09:00:00,230.444637123,29.4890121213,46.7464403128,3.77278583487,37.1018798503,104.434947198,121.470501893,102.947140109,9.90576805939,8.61759372435
 11/14  10:00:00,246.54292591,29.9261078599,58.6566175815,2.33173292155,37.1018798503,116.476155989,105.780571152,95.8548030922,9.90576805939,0.02
 11/14  11:00:00,255.005390133,30.4403220506,69.1554527407,1.12366108275,37.1018798503,116.476155989,100.365341588,90.4395735287,9.90576805939,0.02
 11/14  12:00:00,263.536950497,30.8842755144,77.0553782556,0.58584946722,37.1018798503,116.476155989,96.2746647934,86.348896734,9.90576805939,0.02
 11/14  13:00:00,257.55564294,31.3344985873,82.0317150019,0.241020444433,37.1018798503,104.434947198,101.221279471,82.6945608941,9.90576805939,8.62095051797
 11/14  14:00:00,273.623305782,31.7926244809,87.2054177367,0.071067363389,37.1018798503,116.476155989,89.2225112096,79.2967431502,9.90576805939,0.02
 11/14  15:00:00,275.672312416,32.070788578,89.3719030415,0.0,37.1018798503,116.476155989,87.6273937957,77.7016257363,9.90576805939,0.02
 11/14  16:00:00,272.405141742,31.9204859413,86.2552865707,0.0,37.1018798503,116.476155989,97.2379189477,78.7101857979,9.90576805939,8.62196509045
 11/14  17:00:00,266.851385995,31.265352003,74.296970866,0.0126957796298,37.1018798503,116.476155989,92.8362731303,82.9105050709,9.90576805939,0.02
 11/14  18:00:00,266.600611118,30.7539655645,65.6736887778,0.108755908282,37.1018798503,116.476155989,96.2047235427,86.2789554833,9.90576805939,0.02
 11/14  19:00:00,164.901626409,27.9462854604,44.0985855273,0.0,24.7345865669,47.5788473902,72.7597973892,67.7869133595,4.9528840297,0.02
 11/14  20:00:00,160.420980315,28.4074913457,36.438573068,0.0,24.7345865669,47.5788473902,79.7997591023,74.8268750726,4.9528840297,0.02
 11/14  21:00:00,131.665574807,27.6003810464,29.4004100336,0.0,12.3672932834,38.6892022431,102.425589393,90.849174644,2.97173041782,8.60468433126
 11/14  22:00:00,93.7733822493,15.1352885215,17.0117505751,0.0,12.3672932834,27.0668015668,61.2194080164,58.2276775985,2.97173041782,0.02
 11/14  23:00:00,83.6430703461,19.2256264864,20.4245300525,0.0,4.12243109448,15.9888894789,83.1677307234,80.1760003055,2.97173041782,0.02
 11/14  24:00:00,65.1254564702,12.2344895822,12.9368249417,0.0,4.12243109448,15.9888894789,55.6065055696,52.6147751518,2.97173041782,0.02
 11/15  01:00:00,86.699632737,20.4939426709,22.1856013324,0.0,4.12243109448,15.9888894789,88.4771355557,85.4854051379,2.97173041782,0.02
 11/15  02:00:00,61.2178573689,10.8556700644,10.8922072757,0.0,4.12243109448,15.9888894789,48.5230583417,45.5313279239,2.97173041782,0.02
 11/15  03:00:00,90.3198749076,20.148038257,20.2926688632,0.0009862109049,4.12243109448,15.9888894789,89.3649553504,86.3732249326,2.97173041782,0.02
 11/15  04:00:00,85.4334319994,18.8614599162,17.6913611167,0.121419879481,4.12243109448,15.9888894789,80.2411082902,77.2493778724,2.97173041782,0.02
 11/15  05:00:00,122.672276405,27.5235133989,22.8336469939,0.102332259911,12.3672932834,24.9413748627,110.883606141,105.910722112,4.9528840297,0.02
 11/15  06:00:00,143.764678919,28.6076706161,23.7481800146,17.8163786497,12.3672932834,24.9413748627,177.551839288,172.578955259,4.9528840297,0.02
 11/15  07:00:00,184.574162019,29.1039693221,24.371625705,12.536870846,24.7345865669,70.7195625826,143.579915303,133.654147243,9.90576805939,0.02
 11/15  08:00:00,208.306379328,29.3603267112,31.823410614,5.08436833152,37.1018798503,92.3937384068,121.574597969,111.64882991,9.90576805939,0.02
 11/15  09:00:00,227.687427952,29.6636385673,52.4897985876,2.28571976729,37.1018798503,104.434947198,111.552515753,101.626747694,9.90576805939,0.02
 11/15  10:00:00,249.532370993,30.2221188227,64.0472359321,1.03393931958,37.1018798503,116.476155989,111.935895208,93.4101762184,9.90576805939,8.61995093059
 11/15  11:00:00,257.771328348,30.7253213713,71.3634190445,0.583380103862,37.1018798503,116.476155989,98.0890591086,88.1632910492,9.90576805939,0.02
 11/15  12:00:00,268.770080164,31.2279779318,78.3182173209,0.302745022707,37.1018798503,116.476155989,93.6375374836,83.7117694242,9.90576805939,0.02
 11/15  13:00:00,261.878833346,31.6099674997,81.0593126068,0.12948186728,37.1018798503,104.434947198,99.2703968879,80.743519241,9.90576805939,8.62110958755
 11/15  14:00:00,273.775960085,32.0324295051,82.1718995145,0.0190786356782,37.1018798503,116.476155989,87.819534918,77.8937668587,9.90576805939,0.02
 11/15  15:00:00,276.494646049,32.2475329263,82.8490525793,0.0,37.1018798503,116.476155989,86.5073061771,76.5815381177,9.90576805939,0.02
 11/15  16:00:00,276.550778516,32.0993416092,80.6055461337,0.0,37.1018798503,116.476155989,95.3825669425,76.854708971,9.90576805939,8.62208991207
 11/15  17:00:00,268.644340852,31.3398299576,67.347565519,0.014238688839,37.1018798503,116.476155989,91.5590005256,81.6332324662,9.90576805939,0.02
 11/15  18:00:00,266.050141663,30.715927242,53.9534474741,0.149381867991,37.1018798503,116.476155989,95.5270145739,85.6012465145,9.90576805939,0.02
 11/15  19:00:00,169.563981781,27.8540442833,33.8082832275,0.0,24.7345865669,47.5788473902,72.5698824829,67.5969984532,4.9528840297,0.02
 11/15  20:00:00,165.764482012,28.4074913457,28.0809726607,0.0,24.7345865669,47.5788473902,79.8945964042,74.9217123745,4.9528840297,0.02
 11/15  21:00:00,146.501652553,27.3697781038,24.647911265,0.0,12.3672932834,38.6892022431,93.454320141,90.4625897232,2.97173041782,0.02
 11/15  22:00:00,100.845112017,14.8124444018,13.9619640513,0.0,12.3672932834,27.0668015668,60.7403892463,57.7486588284,2.97173041782,0.02
 11/15  23:00:00,97.4597506439,19.6868323717,18.0086150008,0.0,4.12243109448,15.9888894789,82.4617102635,79.4699798457,2.97173041782,0.02
 11/15  24:00:00,83.0127012776,14.8561659213,14.0899971519,0.0,4.12243109448,15.9888894789,66.8151778708,63.823447453,2.97173041782,0.02
 11/16  01:00:00,100.760812411,23.0003175387,17.8757347521,0.00191435715577,4.12243109448,15.9888894789,104.331832677,92.7583922937,2.97173041782,8.60170996524
 11/16  02:00:00,87.6832721132,17.8468069686,13.6398537558,0.019938082143,4.12243109448,15.9888894789,78.3065631289,75.3148327111,2.97173041782,0.02
 11/16  03:00:00,103.669680301,22.769714596,16.8070720624,0.263006103158,4.12243109448,15.9888894789,98.9890761581,95.9973457403,2.97173041782,0.02
 11/16  04:00:00,89.3057246128,18.6308569736,13.154416811,0.707111384586,4.12243109448,15.9888894789,80.3836761549,77.3919457371,2.97173041782,0.02
 11/16  05:00:00,132.189471703,27.8463575186,18.1254009023,0.956861747586,12.3672932834,24.9413748627,112.887553279,107.914669249,4.9528840297,0.02
 11/16  06:00:00,153.218387201,28.1276401752,20.4915826862,19.1595877222,12.3672932834,24.9413748627,179.521993136,174.549109106,4.9528840297,0.02
 11/16  07:00:00,198.877856787,29.1323276318,22.0056562909,16.884926513,24.7345865669,70.7195625826,144.651554347,134.725786287,9.90576805939,0.02
 11/16  08:00:00,222.340221607,29.336828914,25.9954152105,8.06400785557,37.1018798503,92.3937384068,122.007033416,112.081265357,9.90576805939,0.02
 11/16  09:00:00,236.280980209,29.5266644955,37.8134006303,4.40362782074,37.1018798503,104.434947198,112.115624742,102.189856683,9.90576805939,0.02
 11/16  10:00:00,261.084934682,29.9419282651,55.9640959615,2.55467300163,37.1018798503,116.476155989,104.422269289,94.49650123,9.90576805939,0.02
 11/16  11:00:00,268.809252594,30.4517504884,66.2247067576,1.34663280008,37.1018798503,116.476155989,107.212394763,88.6832206864,9.90576805939,8.62340601763
 11/16  12:00:00,273.700668952,30.9053256669,72.0318223347,0.611678644433,37.1018798503,116.476155989,94.7889118095,84.8631437501,9.90576805939,0.02
 11/16  13:00:00,264.48906432,31.3300691316,74.4537151793,0.294396742156,37.1018798503,104.434947198,91.4295493184,81.503781259,9.90576805939,0.02
 11/16  14:00:00,275.10912802,31.6057512233,77.0075225392,0.125954408771,37.1018798503,116.476155989,98.0435423802,79.514978301,9.90576805939,8.62279601975
 11/16  15:00:00,275.366093324,31.80290488,78.7237076136,0.0136542346144,37.1018798503,116.476155989,88.0480978991,78.1223298397,9.90576805939,0.02
 11/16  16:00:00,273.63098506,31.6800479608,74.4503340255,0.0225993518175,37.1018798503,116.476155989,88.5202317649,78.5944637055,9.90576805939,0.02
 11/16  17:00:00,274.320957163,31.0475481566,64.8187997974,0.143738471719,37.1018798503,116.476155989,101.034160593,82.5092608718,9.90576805939,8.61913166233
